categoria,rank,title,app_id,developer,developer_email,developer_website,genre,score,ratings,reviews,installs,min_installs,real_installs,free,price,currency,contains_ads,offers_iap,iap_price,content_rating,released,updated,version,android_version,summary,url,indie_score,growth_score,opportunity_score,perfil_detectado,estimated_mau,revenue_monthly_usd_low,revenue_monthly_usd_base,revenue_monthly_usd_high,profit_monthly_usd_base,revenue_monthly_brl_base,profit_monthly_brl_base,financial_confidence,review_count_collected,review_score_avg_recent,review_positive_pct,review_negative_pct,external_sources_used
"Busca: ""crypto""",26,World App - Rede Humana Real,com.worldcoin,TFH,support@toolsforhumanity.com,https://worldcoin.org,Finanças,4.6144,1621408,4740,10.000.000+,10000000,34334689,1,0,BRL,0,0,,Classificação Livre,9 de fev. de 2022,1784787259,4.0.3201,,World ID. Worldcoin. Carteira.,https://play.google.com/store/apps/details?id=com.worldcoin&hl=pt&gl=br,19,65,19,crescendo,4548373,0.0,0.0,0.0,0.0,0.0,0.0,média,25,2.96,40.0,48.0,"SerpAPI, Firecrawl"
"Busca: ""crypto""",22,Bitget - Trade de BTC e Cripto,com.bitget.exchange,BG LIMITED,support@bitget.com,https://www.bitget.com/,Finanças,4.6527777,317276,1271,10.000.000+,10000000,20536377,1,0,BRL,0,0,,Classificação Livre,3 de abr. de 2020,1785248606,2.89.0,,"Compre e venda BTC, ETH. Opere com segurança e ganhe com a Bitget.",https://play.google.com/store/apps/details?id=com.bitget.exchange&hl=pt&gl=br,19,66,19,crescendo,2216650,0.0,0.0,0.0,0.0,0.0,0.0,média,25,3.64,64.0,28.0,"SerpAPI, Firecrawl"
"Busca: ""crypto""",21,Phantom,app.phantom,"Phantom Technologies, Inc.",support@phantom.com,https://phantom.com/,Finanças,4.7672415,151912,616,10.000.000+,10000000,19667024,1,0,BRL,0,0,,Classificação Livre,12 de abr. de 2022,1785187060,26.22.0,,A carteira cripto amigável para tokens e NFTs.,https://play.google.com/store/apps/details?id=app.phantom&hl=pt&gl=br,19,65,19,crescendo,2542500,0.0,0.0,0.0,0.0,0.0,0.0,média,25,3.32,52.0,44.0,"SerpAPI, Firecrawl"
"Busca: ""crypto""",5,MEXC: Compre Bitcoin e Cripto,com.mexcpro.client,MEXC Ltd,appreview@mexc.com,https://www.mexc.com,Finanças,4.693807,295696,2180,10.000.000+,10000000,19163310,1,0,BRL,0,0,,Classificação Livre,23 de jul. de 2020,1785265839,6.68.0,,"Negocie BTC, ETH, SOL sem taxas e +3000 tokens | Exchange cripto segura",https://play.google.com/store/apps/details?id=com.mexcpro.client&hl=pt&gl=br,19,66,19,crescendo,2062109,0.0,0.0,0.0,0.0,0.0,0.0,média,25,4.08,76.0,20.0,"SerpAPI, Firecrawl"
"Busca: ""crypto""",15,Bybit: Compre Bitcoin & Cripto,com.bybit.app,Bybit,IT@bybit.com,https://www.bybit.com,Finanças,4.7135305,1417381,5524,10.000.000+,10000000,48101716,1,0,BRL,0,0,,Classificação Livre,31 de out. de 2019,1783693465,5.21.0,,"Negocie Bitcoin, Ether e outras criptos de maneira segura na Bybit",https://play.google.com/store/apps/details?id=com.bybit.app&hl=pt&gl=br,19,64,18,normal,6465088,0.0,0.0,0.0,0.0,0.0,0.0,média,25,3.88,72.0,24.0,"SerpAPI, Firecrawl"
"Busca: ""crypto""",16,ZebPay: Bitcoin & Crypto App,zebpay.Application,ZebPay,help@zebpay.com,https://www.zebpay.com,Finanças,3.5882354,129914,10,5.000.000+,5000000,8971817,1,0,BRL,0,0,,Classificação Livre,23 de dez. de 2014,1784612462,4.00.01,,"Aplicativo de negociação de criptomoedas para comprar Bitcoin, vender criptomoedas e acessar diversas criptomoedas",https://play.google.com/store/apps/details?id=zebpay.Application&hl=pt&gl=br,19,39,14,normal,1017714,0.0,0.0,0.0,0.0,0.0,0.0,média,8,3.25,50.0,50.0,"SerpAPI, Firecrawl"
"Busca: ""crypto""",3,Gate - Compre BTC e criptos,com.gateio.gateio,Gate.com,support@gate.com,https://www.gate.com/,Finanças,4.1126213,88962,2683,10.000.000+,10000000,10214856,1,0,BRL,0,0,,Classificação Livre,3 de nov. de 2017,1785245816,8.29.5,,"Compre e venda 4.700+ criptomoedas (Bitcoin, Ethereum) - Web3 Wallet, NFT, DeFi",https://play.google.com/store/apps/details?id=com.gateio.gateio&hl=pt&gl=br,49,50,14,normal,971354,0.0,0.0,0.0,0.0,0.0,0.0,média,25,3.04,48.0,48.0,"SerpAPI, Firecrawl"
"Busca: ""crypto""",11,MetaMask: Negocie criptomoedas,io.metamask,MetaMask Web3 Wallet,support@metamask.io,https://support.metamask.io/,Finanças,4.723077,483103,3231,10.000.000+,10000000,46870224,1,0,BRL,0,0,,Classificação Livre,1 de set. de 2020,1785131662,8.3.0,,Negociação de criptomoedas rápida e segura,https://play.google.com/store/apps/details?id=io.metamask&hl=pt&gl=br,0,45,9,gigante,6292601,0.0,0.0,0.0,0.0,0.0,0.0,média,25,3.12,48.0,40.0,"SerpAPI, Firecrawl"
"Busca: ""crypto""",6,Trust: Crypto & Bitcoin Wallet,com.wallet.crypto.trustapp,"DApps Platform, Inc.",support@trustwallet.com,https://trustwallet.com/,Finanças,4.6684203,2535862,7464,50.000.000+,50000000,78541559,1,0,BRL,0,0,,Classificação Livre,25 de out. de 2017,1784841134,26.30.6,,"Carteira multichain usada por 200M para comprar, vender, trocar e ganhar",https://play.google.com/store/apps/details?id=com.wallet.crypto.trustapp&hl=pt&gl=br,0,45,9,gigante,10777104,0.0,0.0,0.0,0.0,0.0,0.0,média,25,3.4,60.0,40.0,"SerpAPI, Firecrawl"
"Busca: ""crypto""",2,Binance Compre Bitcoin Cripto,com.binance.dev,Binance Inc.,product@binance.com,https://www.binance.com/,Finanças,4.808549,4507107,41951,100.000.000+,100000000,218575877,1,0,BRL,0,0,,Classificação 10 anos,25 de out. de 2017,1785172031,3.17.1,,"Seu app para investimentos, Pix, criptomoedas, cartão de crédito e dólar digital",https://play.google.com/store/apps/details?id=com.binance.dev&hl=pt&gl=br,0,45,9,gigante,31274437,0.0,0.0,0.0,0.0,0.0,0.0,média,25,4.6,92.0,4.0,"SerpAPI, Firecrawl"
"Busca: ""crypto""",42,"Coins: Bitcoin, Cripto e PIX",asia.coins.mobile,Coins Asia,help@coins.ph,https://coins.ph,Finanças,4.1372547,135677,33,10.000.000+,10000000,12543847,1,0,BRL,0,0,,Classificação Livre,6 de out. de 2014,1784640941,7.9.35.0,,Compre Bitcoin e stablecoins com BRL e PIX. Exchange e carteira no Brasil.,https://play.google.com/store/apps/details?id=asia.coins.mobile&hl=pt&gl=br,19,49,7,normal,1444814,0.0,0.0,0.0,0.0,0.0,0.0,média,24,3.33,50.0,33.3,"SerpAPI, Firecrawl"
"Busca: ""crypto""",18,OKX: Bitcoin e Cartão Global,com.okinc.okex.gp,OKX INC.,support@okx.com,https://www.okx.com/,Finanças,4.290168,923967,2138,10.000.000+,10000000,34616554,1,0,BRL,0,0,,Classificação Livre,29 de out. de 2019,1785123296,6.181.0,,"Exchange de criptomoedas com conta digital, carteira cripto e Cartão OKX sem IOF",https://play.google.com/store/apps/details?id=com.okinc.okex.gp&hl=pt&gl=br,19,49,7,normal,4170304,0.0,0.0,0.0,0.0,0.0,0.0,média,25,3.4,60.0,40.0,"SerpAPI, Firecrawl"
"Busca: ""crypto""",4,Coinbase: Bitcoin & Ethereum,com.coinbase.android,Coinbase Inc,support@coinbase.com,https://coinbase.com/,Finanças,4.5526514,927482,22471,50.000.000+,50000000,58928148,1,0,BRL,0,0,,Classificação 18 anos,6 de mar. de 2013,1784849582,14.27.28,,Faça trade de criptos com taxa zero de negociação com o Coinbase One,https://play.google.com/store/apps/details?id=com.coinbase.android&hl=pt&gl=br,0,39,7,gigante,7988786,0.0,0.0,0.0,0.0,0.0,0.0,média,25,4.44,84.0,12.0,"SerpAPI, Firecrawl"
"Busca: ""crypto""",1,"Crypto.com - Compre BTC, CRO",co.mona.android,Crypto Technology Holdings Limited,contact@crypto.com,https://crypto.com/,Finanças,4.461052,688464,7885,50.000.000+,50000000,51248638,1,0,BRL,0,0,,Classificação 18 anos,30 de ago. de 2017,1785169547,3.238.0,,Compre criptomoedas como Bitcoin e ETH. Armazene-as na carteira de criptomoedas,https://play.google.com/store/apps/details?id=co.mona.android&hl=pt&gl=br,0,39,7,gigante,6278787,0.0,0.0,0.0,0.0,0.0,0.0,média,25,2.88,44.0,52.0,"SerpAPI, Firecrawl"
"Busca: ""crypto""",44,Luno: Buy Bitcoin & Crypto,co.bitx.android.wallet,Luno Group Holdings Ltd,support@luno.com,https://www.luno.com,Finanças,3.8490567,132361,27,10.000.000+,10000000,18088684,1,0,BRL,0,0,,Classificação Livre,2 de nov. de 2014,1785138445,8.112.0,,Invista em criptomoeda. Compre Bitcoin e outras criptomoedas,https://play.google.com/store/apps/details?id=co.bitx.android.wallet&hl=pt&gl=br,19,49,0,normal,2117983,0.0,0.0,0.0,0.0,0.0,0.0,média,25,3.72,68.0,28.0,"SerpAPI, Firecrawl"
"Busca: ""crypto""",38,Indodax Crypto Simple & Secure,id.co.bitcoin,Indodax,support@indodax.com,http://indodax.com,Finanças,3.6,199755,7,10.000.000+,10000000,10649120,1,0,BRL,0,0,,Classificação Livre,15 de dez. de 2014,1784114217,5.9.2,,Indodax: o aplicativo de negociação de ativos criptográficos mais confiável e completo da Indonésia,https://play.google.com/store/apps/details?id=id.co.bitcoin&hl=pt&gl=br,19,48,0,normal,1217490,0.0,0.0,0.0,0.0,0.0,0.0,média,6,3.17,50.0,50.0,"SerpAPI, Firecrawl"
